"persoonsgebonden_nummer";"inschrijvingsjaar";"opleidingsvorm";"eerste_jaar_aan_deze_instelling";"eerste_jaar_in_het_hoger_onderwijs";"eerste_jaar_aan_deze_opleiding_instelling";"diplomajaar_hoogste_vooropleiding";"geslacht";"leeftijd_per_peildatum_1_oktober";"postcodecijfers_student_op_1_oktober";"soort_inschrijving_continu_hoger_onderwijs";"indicatie_eerstejaars_continu_type_ho_binnen_ho";"datum_inschrijving";"opleidingscode_naam_opleiding";"hoogste_vooropleiding_omschrijving_vooropleiding"
1035;2008;"voltijd";2006;2006;2006;"2005";"man";21;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20080901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
1035;2010;"voltijd";2006;2006;2006;"2005";"man";23;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
1035;2014;"voltijd";2006;2006;2011;"2005";"man";27;"1064";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"hbo-ba onderwijs"
1061;2011;"voltijd";2006;2006;2009;"2005";"vrouw";23;"1628";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"M Tandheelkunde";"vwo profiel economie & maatschappij"
1066;2012;"voltijd";2006;2006;2011;"1998";"vrouw";26;"2524";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"B Tandheelkunde";"hbo-ba gedrag en maatschappij"
1066;2015;"voltijd";2006;2006;2013;"2007";"vrouw";29;"2311";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"M Tandheelkunde";"wo-ba taal en cultuur"
1083;2012;"voltijd";2010;2005;2010;"2015";"vrouw";27;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"B Tandheelkunde";"hbo-p economie"
1083;2016;"voltijd";2010;2005;2013;"2015";"vrouw";31;"1033";"inschrijving is niet actief in het betreffende inschrijvingsjaar";"inschrijving heeft soort inschrijving continu type ho binnen ho van 3 4 of 5 (of 8 9 C D E)";20160901;"M Tandheelkunde";"hbo-ba gezondheidszorg"
1085;2013;"voltijd";2006;2006;2009;"2019";"man";25;"1091";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"M Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
1095;2008;"voltijd";2007;2007;2007;"1999";"vrouw";20;"3972";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20080901;"B Tandheelkunde";"vwo algemeen"
1095;2009;"voltijd";2007;2007;2007;"1999";"vrouw";21;"3972";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090901;"B Tandheelkunde";"vwo algemeen"
1095;2011;"voltijd";2007;2007;2010;"2019";"vrouw";23;"1094";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"M Tandheelkunde";"wo-ba gezondheidszorg"
1095;2012;"voltijd";2007;2007;2010;"2019";"vrouw";24;"1094";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"M Tandheelkunde";"wo-ba gezondheidszorg"
1104;2008;"voltijd";2006;2006;2008;"2001";"vrouw";22;"1333";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende neveninschrijving (d.w.z. soort inschrijving continu hoger onderwijs = 2 (of 7 of B))";20080901;"B Tandheelkunde";"wo-p natuur"
1104;2013;"voltijd";2006;2006;2012;"2007";"vrouw";27;"3626";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"M Tandheelkunde";"hbo-ba economie"
1104;2015;"voltijd";2006;2006;2012;"2007";"vrouw";29;"3626";"inschrijving is niet actief in het betreffende inschrijvingsjaar";"inschrijving heeft soort inschrijving continu type ho binnen ho van 3 4 of 5 (of 8 9 C D E)";20150901;"M Tandheelkunde";"hbo-ba economie"
1115;2007;"voltijd";2007;2007;2007;"2006";"vrouw";17;"1015";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20070901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
1115;2008;"voltijd";2007;2007;2007;"2006";"vrouw";17;"1015";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20070901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
1115;2010;"voltijd";2007;2007;2007;"2006";"vrouw";20;"1015";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
1190;2006;"voltijd";2006;2006;2006;"2014";"vrouw";17;"1062";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20060901;"B Tandheelkunde";"wo-p gezondheidszorg"
1190;2007;"voltijd";2006;2006;2006;"2014";"vrouw";17;"1062";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20060901;"B Tandheelkunde";"wo-p gezondheidszorg"
1204;2009;"voltijd";2006;2006;2007;"2010";"vrouw";19;"2106";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090901;"B Tandheelkunde";"vwo profiel cultuur & maatschappij"
1204;2011;"voltijd";2006;2006;2010;"2011";"vrouw";21;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"M Tandheelkunde";"hbo-ba economie"
1220;2007;"voltijd";2006;2006;2006;"2019";"vrouw";21;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20070901;"B Tandheelkunde";"vwo profiel economie/maatschappij & cultuur/maatschappij"
1220;2008;"voltijd";2006;2006;2006;"2019";"vrouw";22;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20080901;"B Tandheelkunde";"vwo profiel economie/maatschappij & cultuur/maatschappij"
1221;2008;"voltijd";2006;2006;2008;"1988";"vrouw";18;"3561";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090801;"M Tandheelkunde";"vwo algemeen"
1221;2009;"voltijd";2006;2006;2008;"1988";"vrouw";18;"3561";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090801;"M Tandheelkunde";"vwo algemeen"
1221;2012;"voltijd";2006;2006;2008;"1988";"vrouw";22;"3561";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"M Tandheelkunde";"vwo algemeen"
1224;2009;"voltijd";2007;2007;2008;"2003";"man";22;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090901;"B Tandheelkunde";"wo-p gezondheidszorg"
1237;2010;"voltijd";2006;2006;2009;"2010";"vrouw";21;"1082";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
1237;2011;"voltijd";2006;2006;2009;"2010";"vrouw";22;"1082";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
1257;2008;"voltijd";2006;2006;2008;"2002";"man";19;"1019";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090801;"M Tandheelkunde";"vwo algemeen"
1257;2009;"voltijd";2006;2006;2008;"2002";"man";19;"1019";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090801;"M Tandheelkunde";"vwo algemeen"
1280;2010;"voltijd";2007;2007;2007;"2017";"man";21;"1098";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
1280;2012;"voltijd";2007;2007;2007;"2017";"man";23;"1098";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
1281;2006;"voltijd";2005;2005;2006;"1998";"man";17;"1825";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende neveninschrijving (d.w.z. soort inschrijving continu hoger onderwijs = 2 (of 7 of B))";20060901;"B Tandheelkunde";"wo-p economie"
1281;2010;"voltijd";2005;2005;2009;"2009";"man";21;"woonachtig elders in het buitenland";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"M Tandheelkunde";"hbo-ba economie"
1289;2014;"voltijd";2009;2009;2013;"2013";"vrouw";26;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"wo-ba gezondheidszorg"
1310;2012;"voltijd";2006;2006;2006;"2019";"vrouw";26;"1061";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20121001;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
1314;2011;"voltijd";2007;2007;2010;"2001";"man";21;"1062";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"M Tandheelkunde";"vwo algemeen"
1315;2005;"voltijd";2005;2005;2005;"2019";"vrouw";17;"1055";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20050901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
1315;2006;"voltijd";2005;2005;2005;"2019";"vrouw";17;"1055";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20050901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
1328;2011;"voltijd";2004;2004;2009;"2009";"vrouw";27;"1507";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"M Tandheelkunde";"hbo-ba economie"
1336;2009;"voltijd";2007;2007;2007;"2012";"man";19;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090901;"B Tandheelkunde";"overig beschikking College van Bestuur"
1395;2008;"voltijd";2007;2007;2007;"2000";"vrouw";19;"1102";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20080901;"B Tandheelkunde";"vwo algemeen"
1395;2014;"voltijd";2007;2007;2011;"1999";"vrouw";25;"2585";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"hbo-ba economie"
1396;2007;"voltijd";2006;2006;2006;"2019";"vrouw";21;"2718";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20070901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
1396;2011;"voltijd";2006;2006;2009;"2010";"vrouw";25;"1076";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"M Tandheelkunde";"vwo profiel economie & maatschappij"
1409;2013;"voltijd";2006;2006;2010;"2016";"man";23;"1072";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"M Tandheelkunde";"overig buitenlands diploma / Europees baccalaureaat"
1430;2010;"voltijd";2009;2006;2009;"2009";"vrouw";20;"1098";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
