"persoonsgebonden_nummer";"gemiddeld_cijfer_cijferlijst";"afkorting_vak";"cijfer_schoolexamen";"cijfer_eerste_centraal_examen"
107104;64;"sk1";59;48
107104;64;"bi12";70;0
107104;64;"ec1";60;59
107104;64;"anw";80;0
107104;64;"ma1";72;51
107104;64;"lo1";NA;0
107104;64;"lett";70;0
107104;64;"ckv1";NA;0
152804;68;"ne";70;74
152804;68;"fa1";72;71
152804;68;"du1";60;0
152804;68;"en";60;0
152804;68;"gs1";70;0
152804;68;"gs";57;77
152804;68;"ak";72;63
152804;68;"wa12";68;63
152804;68;"bi1";70;0
152804;68;"ec12";70;72
152804;68;"m&o";70;0
152804;68;"anw";70;0
152804;68;"ma1";70;0
152804;68;"lo1";NA;0
152804;68;"lett";62;59
152804;68;"ckv1";NA;0
55723;65;"ne";57;62
55723;65;"fa1";NA;0
55723;65;"en";53;49
55723;65;"gs";55;0
55723;65;"ak";62;76
55723;65;"wa12";66;0
55723;65;"bi";57;56
55723;65;"ec12";65;0
55723;65;"anw";69;77
55723;65;"ma1";75;74
55723;65;"lo1";NA;0
55723;65;"lett";62;69
55723;65;"ckv1";NA;0
62941;63;"ne";56;61
62941;63;"fa1";72;66
62941;63;"du1";60;0
62941;63;"en";73;72
62941;63;"gs1";55;0
62941;63;"gs";61;0
62941;63;"ak";66;67
62941;63;"wa12";55;0
62941;63;"ec12";61;0
62941;63;"m&o";70;0
62941;63;"anw";70;70
62941;63;"ma1";59;47
62941;63;"lo1";NA;0
62941;63;"lett";65;61
62941;63;"ckv1";NA;0
113008;62;"ne";66;60
113008;62;"fa1";73;46
113008;62;"du1";60;0
113008;62;"en";54;52
113008;62;"gs1";70;0
113008;62;"wb1";62;66
113008;62;"na1";60;0
113008;62;"sk12";60;0
113008;62;"bi12";60;0
113008;62;"ec1";68;75
113008;62;"anw";66;60
113008;62;"ma1";80;0
113008;62;"lo1";NA;0
113008;62;"lett";59;52
113008;62;"ckv1";NA;0
144024;60;"ne";60;0
144024;60;"fa1";67;54
144024;60;"du1";60;0
144024;60;"en";69;51
144024;60;"gs1";60;0
144024;60;"gs";60;0
144024;60;"ak";66;43
144024;60;"wa12";70;0
144024;60;"bi1";60;0
144024;60;"ec12";72;53
144024;60;"anw";59;63
144024;60;"ma1";60;0
144024;60;"lo1";NA;0
144024;60;"lett";69;50
144024;60;"ckv1";NA;0
82722;65;"ne";68;70
82722;65;"fa12";57;54
82722;65;"du1";70;0
82722;65;"en";60;0
82722;65;"sp-e";70;0
82722;65;"gs1";61;60
82722;65;"gs";61;58
82722;65;"wa1";70;0
82722;65;"anw";70;0
82722;65;"fi";60;0
82722;65;"ma1";55;69
82722;65;"lo1";NA;0
82722;65;"lett";67;64
82722;65;"ckv1";NA;0
82722;65;"mu23";70;0
114495;73;"ne";76;0
114495;73;"la";80;68
114495;73;"gr";80;60
114495;73;"fa1";67;0
114495;73;"du1";69;0
114495;73;"en";65;63
114495;73;"gs1";87;0
114495;73;"wb1";88;0
114495;73;"na1";79;0
114495;73;"sk1";76;0
114495;73;"bi12";77;56
114495;73;"anw";71;46
114495;73;"ma1";70;60
114495;73;"lo1";NA;0
114495;73;"lett";65;77
114495;73;"kcv";71;69
114495;73;"ckv1";NA;0
42002;71;"ne";69;71
42002;71;"la";80;0
42002;71;"fa12";70;0
42002;71;"du1";80;77
42002;71;"en";80;0
42002;71;"sp-e";70;0
42002;71;"gs1";69;70
42002;71;"gs";60;0
42002;71;"wa1";70;0
42002;71;"anw";62;58
42002;71;"ma1";68;74
42002;71;"lo1";NA;0
42002;71;"lett";81;75
42002;71;"kcv";70;0
42002;71;"bv23";70;0
98869;65;"ne";55;67
98869;65;"fa1";58;0
98869;65;"du1";58;60
98869;65;"en";65;66
98869;65;"gs1";60;0
98869;65;"wb1";66;59
98869;65;"na12";54;67
98869;65;"sk12";67;0
98869;65;"bi12";78;0
98869;65;"anw";63;74
98869;65;"ma1";58;0
98869;65;"lo1";NA;0
98869;65;"lett";71;0
98869;65;"ckv1";NA;0
53055;65;"ne";68;0
53055;65;"fa1";70;0
53055;65;"en";57;66
53055;65;"gs";76;60
53055;65;"wb1";70;70
53055;65;"na1";77;65
53055;65;"sk";75;51
53055;65;"bi";36;0
53055;65;"anw";63;67
53055;65;"ma1";74;0
53055;65;"lo1";NA;0
53055;65;"lett";58;52
53055;65;"ckv1";NA;0
31908;69;"ne";72;0
31908;69;"fa1";70;59
31908;69;"du1";62;0
31908;69;"en";69;56
31908;69;"gs1";86;0
31908;69;"wb1";68;63
31908;69;"na1";64;52
31908;69;"sk12";64;66
31908;69;"bi12";77;0
31908;69;"anw";66;67
31908;69;"ma1";65;0
31908;69;"lo1";NA;0
31908;69;"lett";65;0
31908;69;"ckv1";NA;0
84082;66;"ne";70;0
84082;66;"la";73;69
84082;66;"fa12";66;41
84082;66;"du12";63;45
84082;66;"en";77;0
84082;66;"gs1";74;0
84082;66;"gs";64;59
84082;66;"ak";62;47
84082;66;"wa1";63;56
84082;66;"bi1";75;0
84082;66;"ec12";72;62
84082;66;"anw";71;0
84082;66;"ma1";68;75
84082;66;"lo1";NA;0
84082;66;"lett";78;61
84082;66;"ckv1";NA;0
101296;64;"ne";56;0
101296;64;"fa1";70;59
101296;64;"en";70;64
101296;64;"gs";60;0
101296;64;"ak";51;44
101296;64;"wa12";65;0
101296;64;"in";70;0
101296;64;"ec12";58;54
101296;64;"anw";59;62
101296;64;"ma1";72;74
101296;64;"lo1";NA;0
101296;64;"lett";67;0
101296;64;"ckv1";NA;0
93775;75;"ne";80;0
93775;75;"fa12";73;68
93775;75;"du12";72;71
93775;75;"en";77;63
93775;75;"gs1";83;0
93775;75;"gs";70;76
93775;75;"wa1";84;83
93775;75;"in";71;0
93775;75;"anw";68;70
93775;75;"fi";76;0
93775;75;"ma1";76;0
93775;75;"lo1";NA;0
93775;75;"lett";70;0
93775;75;"ckv1";NA;0
93775;75;"mu23";74;81
79845;71;"ne";70;0
79845;71;"fa1";70;0
79845;71;"du1";78;70
79845;71;"en";69;62
79845;71;"gs1";80;0
79845;71;"wb12";80;0
79845;71;"na12";62;61
79845;71;"sk12";67;57
79845;71;"bi1";70;0
79845;71;"bi12";70;0
79845;71;"anw";67;66
79845;71;"ma1";79;58
79845;71;"lo1";NA;0
79845;71;"lett";80;0
79845;71;"kcv";70;0
79259;68;"ne";65;67
79259;68;"fa1";61;61
79259;68;"du1";81;0
79259;68;"en";60;78
79259;68;"gs1";58;0
79259;68;"gs";65;59
79259;68;"ak";70;0
79259;68;"wa12";65;62
79259;68;"ec12";60;0
79259;68;"m&o";61;43
79259;68;"anw";68;66
79259;68;"ma1";89;0
79259;68;"lo1";NA;0
79259;68;"lett";89;0
79259;68;"ckv1";NA;0
131458;80;"ne";82;65
131458;80;"la";85;0
131458;80;"fa1";79;62
131458;80;"du12";78;0
131458;80;"en";83;0
131458;80;"gs1";86;0
131458;80;"gs";78;54
131458;80;"ak";77;72
131458;80;"wa12";88;74
131458;80;"ec12";76;75
131458;80;"anw";84;0
131458;80;"ma1";97;80
131458;80;"lo1";NA;0
131458;80;"lett";89;0
131458;80;"kcv";85;82
131458;80;"ckv1";NA;0
169619;67;"ne";65;0
169619;67;"fa12";67;0
169619;67;"du1";60;0
169619;67;"en";57;73
169619;67;"sp";59;0
169619;67;"gs1";60;59
169619;67;"gs";63;0
169619;67;"wa1";63;67
169619;67;"te";59;60
169619;67;"anw";69;0
169619;67;"ma1";72;77
169619;67;"lo1";NA;0
169619;67;"lett";80;71
169619;67;"kcv";70;66
169619;67;"ckv1";NA;0
117637;70;"ne";74;86
117637;70;"fa1";69;68
117637;70;"du1";70;0
117637;70;"en";60;0
117637;70;"sp-e";80;0
117637;70;"gs1";65;67
117637;70;"wb1";60;0
117637;70;"na1";60;0
117637;70;"sk1";71;66
117637;70;"bi12";75;74
117637;70;"anw";80;0
117637;70;"ma1";80;0
117637;70;"lo1";NA;0
117637;70;"lett";62;52
117637;70;"ckv1";NA;0
61553;67;"ne";69;72
61553;67;"fa12";70;0
61553;67;"en";63;69
61553;67;"sp-e";50;0
61553;67;"gs";69;64
61553;67;"ak";70;70
61553;67;"wa1";60;0
61553;67;"ec1";70;0
61553;67;"anw";81;67
61553;67;"ma1";80;0
61553;67;"lo1";NA;0
61553;67;"lett";60;0
61553;67;"ckv1";NA;0
61553;67;"bv23";62;61
125912;68;"ne";73;75
125912;68;"fa1";70;0
125912;68;"du1";68;65
125912;68;"en";67;78
125912;68;"gs1";69;64
125912;68;"wb1";70;0
125912;68;"na1";69;55
125912;68;"sk12";60;0
125912;68;"bi12";70;0
125912;68;"ec12";70;72
125912;68;"anw";60;0
125912;68;"ma1";80;0
125912;68;"lo1";NA;0
125912;68;"lett";73;75
125912;68;"ckv1";NA;0
102885;62;"ne";61;70
102885;62;"fa1";60;0
102885;62;"du1";70;58
102885;62;"en";58;54
102885;62;"gs1";70;0
102885;62;"wb1";57;55
102885;62;"na1";70;0
102885;62;"sk1";58;0
102885;62;"bi12";46;29
102885;62;"ec1";70;0
102885;62;"anw";55;59
102885;62;"ma1";80;0
102885;62;"lo1";NA;0
102885;62;"lett";58;41
102885;62;"ckv1";NA;0
2433;65;"ne";66;62
2433;65;"fa12";65;0
2433;65;"en";66;74
2433;65;"gs";61;51
2433;65;"wa1";61;0
2433;65;"ec1";71;69
2433;65;"te";55;58
2433;65;"anw";66;59
2433;65;"ma1";70;77
2433;65;"ma";62;0
2433;65;"lo1";NA;0
2433;65;"lett";65;0
2433;65;"ckv1";NA;0
86228;64;"ne";71;0
86228;64;"fa1";57;41
86228;64;"du1";68;64
86228;64;"en";66;0
86228;64;"gs1";64;0
86228;64;"gs";76;0
86228;64;"ak";62;56
86228;64;"wa12";57;0
86228;64;"ec12";65;61
86228;64;"anw";75;46
86228;64;"ma1";63;0
86228;64;"lo1";NA;0
86228;64;"lett";64;68
86228;64;"ckv1";NA;0
86228;64;"dr3";62;0
96600;66;"ne";74;0
96600;66;"du12";71;67
96600;66;"en";76;71
96600;66;"gs";62;57
96600;66;"wa12";61;0
96600;66;"ec1";61;49
96600;66;"anw";52;76
96600;66;"ma1";71;0
96600;66;"lo1";NA;0
96600;66;"lett";68;0
96600;66;"ckv1";NA;0
96600;66;"bv23";68;60
126396;67;"ne";62;0
126396;67;"fa1";71;0
126396;67;"du1";76;0
126396;67;"en";70;0
126396;67;"gs1";69;0
126396;67;"wb12";67;58
126396;67;"na12";67;29
126396;67;"sk12";68;48
126396;67;"bi12";62;51
126396;67;"anw";75;0
126396;67;"ma1";74;69
126396;67;"lo1";NA;0
126396;67;"lett";82;65
126396;67;"ckv1";NA;0
108212;75;"ne";71;65
108212;75;"fa12";76;70
108212;75;"du1";80;65
108212;75;"en";78;67
108212;75;"gs1";88;78
108212;75;"gs";70;0
108212;75;"ak";80;0
108212;75;"wa12";79;77
108212;75;"bi12";80;0
108212;75;"ec1";74;71
108212;75;"ha";72;80
108212;75;"anw";80;0
108212;75;"ma1";76;71
108212;75;"lo1";NA;0
108212;75;"lett";80;0
108212;75;"ckv1";NA;0
25361;63;"ne";65;63
25361;63;"fa1";61;72
25361;63;"du1";58;0
25361;63;"en";78;0
25361;63;"gs1";61;0
25361;63;"wb1";61;0
25361;63;"na1";58;0
25361;63;"sk12";56;60
25361;63;"bi12";57;63
25361;63;"anw";62;53
25361;63;"ma1";63;0
25361;63;"lo1";NA;0
25361;63;"lo2";56;59
25361;63;"lett";69;0
25361;63;"ckv1";NA;0
128172;64;"ne";60;54
128172;64;"fa1";50;61
128172;64;"du1";69;0
128172;64;"en";69;0
128172;64;"gs1";62;51
128172;64;"wb1";71;0
128172;64;"na1";63;0
128172;64;"sk1";52;50
128172;64;"bi12";69;0
128172;64;"anw";77;0
128172;64;"ma1";66;0
128172;64;"lo1";NA;0
128172;64;"lett";49;45
128172;64;"ckv1";NA;0
128172;64;"mu3";57;53
73539;68;"ne";67;55
73539;68;"fa1";71;41
73539;68;"du1";69;58
73539;68;"en";66;0
73539;68;"gs1";56;0
73539;68;"gs";62;74
73539;68;"ak";60;0
73539;68;"wa12";75;0
73539;68;"ec12";74;0
73539;68;"anw";76;77
73539;68;"ma1";70;0
73539;68;"lo1";NA;0
73539;68;"lett";68;63
73539;68;"ckv1";NA;0
118959;66;"ne";70;0
118959;66;"fa12";83;62
118959;66;"en";77;68
118959;66;"gs";80;0
118959;66;"wa12";54;53
118959;66;"bi";73;74
118959;66;"ec1";69;59
118959;66;"mu";72;59
118959;66;"anw";70;0
118959;66;"ma1";61;54
118959;66;"lo1";NA;0
118959;66;"lett";63;57
118959;66;"ckv1";NA;0
3238;76;"ne";75;88
3238;76;"fa1";81;87
3238;76;"du1";70;0
3238;76;"en";79;95
3238;76;"gs1";82;90
3238;76;"wb1";80;0
3238;76;"na1";70;0
3238;76;"sk12";60;0
3238;76;"bi12";70;0
3238;76;"anw";60;0
3238;76;"ma1";81;60
3238;76;"lo1";NA;0
3238;76;"lett";80;82
3238;76;"ckv1";NA;0
3238;76;"bv23";90;0
146714;63;"ne";65;59
146714;63;"fa1";70;0
146714;63;"du1";62;52
146714;63;"en";60;0
146714;63;"gs1";65;61
146714;63;"gs";69;73
146714;63;"ak";70;0
146714;63;"wa12";58;58
146714;63;"bi12";57;50
146714;63;"ec12";65;59
146714;63;"m&o";60;0
146714;63;"anw";60;0
146714;63;"ma1";80;0
146714;63;"lo1";NA;0
146714;63;"lett";57;55
146714;63;"ckv1";NA;0
132510;70;"ne";64;62
132510;70;"fa12";64;71
132510;70;"du1";68;0
132510;70;"en";72;0
132510;70;"gs1";63;61
132510;70;"gs";68;83
132510;70;"ak";71;59
132510;70;"wa12";79;0
132510;70;"ec1";68;0
132510;70;"anw";76;0
132510;70;"ma1";64;74
132510;70;"lo1";NA;0
132510;70;"lett";63;0
132510;70;"ckv1";NA;0
132510;70;"bv23";71;61
123210;75;"ne";60;0
123210;75;"du12";74;75
123210;75;"en";90;0
123210;75;"gs";80;0
123210;75;"wa1";70;0
123210;75;"ec1";70;0
123210;75;"anw";67;63
123210;75;"ma1";74;80
123210;75;"lo1";NA;0
123210;75;"lo2";83;76
123210;75;"lett";77;0
123210;75;"ckv1";NA;0
123210;75;"bv23";74;69
2180;64;"ne";64;74
2180;64;"fa1";70;0
2180;64;"du1";68;60
2180;64;"en";61;60
2180;64;"wb1";60;0
2180;64;"na12";64;61
2180;64;"sk";70;0
2180;64;"bi";70;0
2180;64;"anw";55;67
2180;64;"ma1";60;0
2180;64;"lo1";NA;0
2180;64;"lett";63;56
2180;64;"ckv1";NA;0
48593;67;"ne";80;0
48593;67;"du12";65;62
48593;67;"en";77;78
48593;67;"gs";80;0
48593;67;"wa1";74;60
48593;67;"bi";61;47
48593;67;"ec1";66;62
48593;67;"anw";56;0
48593;67;"ma1";64;0
48593;67;"lo1";NA;0
48593;67;"lett";72;38
48593;67;"ckv1";NA;0
48593;67;"bv23";82;0
122475;74;"ne";84;0
122475;74;"fa1";80;79
122475;74;"du1";67;0
122475;74;"en";80;83
122475;74;"gs1";66;0
122475;74;"wb12";71;0
122475;74;"in";71;0
122475;74;"na12";82;65
122475;74;"sk12";78;73
122475;74;"anw";79;0
122475;74;"ma1";75;0
122475;74;"lo1";NA;0
122475;74;"lett";64;61
122475;74;"ckv1";NA;0
163237;69;"ne";66;0
163237;69;"du12";64;57
163237;69;"en";82;84
163237;69;"gs";56;74
163237;69;"wa1";56;77
163237;69;"bi";74;0
163237;69;"ec1";73;0
163237;69;"anw";69;0
163237;69;"ma1";64;64
163237;69;"lo1";NA;0
163237;69;"lett";61;64
163237;69;"ckv1";NA;0
163237;69;"bv23";77;0
88610;78;"ne";81;86
88610;78;"fa1";77;68
88610;78;"du1";82;79
88610;78;"en";84;0
88610;78;"gs1";83;0
88610;78;"wb1";81;0
88610;78;"na1";80;0
88610;78;"sk12";76;86
88610;78;"bi12";78;0
88610;78;"ec1";92;82
88610;78;"anw";79;79
88610;78;"ma1";70;0
88610;78;"lo1";NA;0
88610;78;"lett";79;61
88610;78;"ckv1";NA;0
3451;70;"ne";70;0
3451;70;"fa1";70;0
3451;70;"en";67;63
3451;70;"gs";74;78
3451;70;"ak";70;0
3451;70;"wa12";63;69
3451;70;"ec12";63;83
3451;70;"mu";60;0
3451;70;"anw";65;74
3451;70;"ma1";73;74
3451;70;"lo1";NA;0
3451;70;"lett";76;57
3451;70;"ckv1";NA;0
108523;70;"ne";82;0
108523;70;"fa12";73;72
108523;70;"du1";77;80
108523;70;"en";79;0
108523;70;"gs";70;0
108523;70;"gm";62;53
108523;70;"ak";70;56
108523;70;"wa12";70;81
108523;70;"ec12";70;0
108523;70;"anw";81;67
108523;70;"lo1";NA;0
108523;70;"lett";72;57
108523;70;"ckv1";NA;0
38926;68;"ne";67;81
38926;68;"fa12";73;64
38926;68;"du12";70;0
38926;68;"en";70;0
38926;68;"gs1";60;0
38926;68;"gs";68;68
38926;68;"ak";70;0
38926;68;"wa1";58;68
38926;68;"in";72;56
38926;68;"anw";70;0
38926;68;"ma1";67;76
38926;68;"lo1";NA;0
38926;68;"lett";82;85
38926;68;"ckv1";NA;0
83941;68;"ne";62;48
83941;68;"en";63;56
83941;68;"ak";63;55
83941;68;"wb";82;69
83941;68;"na";82;84
83941;68;"sk";76;67
83941;68;"ee";61;72
68143;78;"ne";81;70
68143;78;"fa1";75;85
68143;78;"du12";70;0
68143;78;"en";70;0
68143;78;"gs1";80;0
68143;78;"wb12";75;74
68143;78;"na12";80;0
68143;78;"sk12";85;92
68143;78;"bi12";70;0
68143;78;"anw";77;82
68143;78;"ma1";65;74
68143;78;"lo1";NA;0
68143;78;"lett";88;92
68143;78;"ckv1";NA;0
143883;70;"ne";75;67
143883;70;"la";76;67
143883;70;"gr";71;71
143883;70;"du";67;55
143883;70;"en";59;58
143883;70;"wa";91;86
143883;70;"wb";68;75
143883;70;"na";74;75
126113;63;"ne";67;70
126113;63;"en";69;55
126113;63;"sk";75;75
126113;63;"bi";66;48
126113;63;"ec";52;48
126113;63;"te";58;59
75533;70;"ne";78;80
75533;70;"fa";69;66
75533;70;"en";70;62
75533;70;"ak";65;75
75533;70;"wa";64;61
75533;70;"sk";74;64
75533;70;"bi";71;72
62645;77;"ne";79;77
62645;77;"en";76;59
62645;77;"gs";85;87
62645;77;"wa";90;77
62645;77;"sk";71;79
62645;77;"bi";64;64
117544;73;"ne";73;65
117544;73;"en";77;87
117544;73;"gs";80;67
117544;73;"ak";69;76
117544;73;"wa";77;78
117544;73;"na";65;66
117544;73;"ee";75;47
117544;73;"et";81;78
142278;75;"ne";67;77
142278;75;"gr";73;57
142278;75;"fa1";80;0
142278;75;"du1";80;0
142278;75;"en";70;0
142278;75;"gs1";70;0
142278;75;"gs";88;82
142278;75;"wb1";73;78
142278;75;"na1";75;76
142278;75;"sk1";80;0
142278;75;"bi12";75;73
142278;75;"anw";70;0
142278;75;"ma1";70;67
142278;75;"lo1";NA;0
142278;75;"lett";66;83
142278;75;"kcv";80;0
74486;75;"ne";80;0
74486;75;"fa1";81;68
74486;75;"du1";81;72
74486;75;"en";70;0
74486;75;"gs1";90;0
74486;75;"gs";80;0
74486;75;"ak";70;0
74486;75;"wa12";70;0
74486;75;"bi1";78;76
74486;75;"ec12";78;68
74486;75;"m&o";81;70
74486;75;"anw";75;68
74486;75;"ma1";70;0
74486;75;"lo1";NA;0
74486;75;"lett";82;70
74486;75;"ckv1";NA;0
7955;63;"ne";65;64
7955;63;"la";79;75
7955;63;"fa";71;66
7955;63;"du";43;39
7955;63;"en";65;63
7955;63;"gs";71;54
7955;63;"ak";71;68
7955;63;"ee";62;57
104268;61;"ne";68;51
104268;61;"fa12";70;0
104268;61;"du12";60;57
104268;61;"en";70;0
104268;61;"gs1";77;55
104268;61;"gs";70;0
104268;61;"ak";58;58
104268;61;"wa1";63;30
104268;61;"bi1";70;0
104268;61;"ec12";63;35
104268;61;"anw";60;0
104268;61;"ma1";61;47
104268;61;"lo1";NA;0
104268;61;"lett";70;46
104268;61;"ckv1";NA;0
87072;60;"ne";57;51
87072;60;"la";56;75
87072;60;"en";57;57
87072;60;"gs";60;48
87072;60;"wa";70;62
87072;60;"wb";59;61
87072;60;"na";60;53
97048;79;"ne";87;85
97048;79;"fa1";69;66
97048;79;"du1";76;0
97048;79;"en";83;91
97048;79;"gs1";76;82
97048;79;"gs";70;0
97048;79;"ak";83;0
97048;79;"wa12";85;0
97048;79;"in";65;0
97048;79;"ec12";79;0
97048;79;"m&o";82;74
97048;79;"anw";82;85
97048;79;"ma1";74;64
97048;79;"lo1";NA;0
97048;79;"lett";79;0
97048;79;"ckv1";NA;0
21342;60;"ne";65;47
21342;60;"en";65;57
21342;60;"wa";62;55
21342;60;"bi";65;64
21342;60;"ec";60;42
21342;60;"te";70;62
123345;71;"ne";84;79
123345;71;"fa";75;78
123345;71;"en";72;50
123345;71;"gs";74;67
123345;71;"ak";92;79
123345;71;"wa";63;63
123345;71;"ee";75;41
91732;68;"ne";64;46
91732;68;"la";60;64
91732;68;"gr";54;78
91732;68;"du";76;80
91732;68;"en";68;71
91732;68;"gs";49;56
91732;68;"wa";69;78
91732;68;"bi";83;79
58562;61;"ne";61;55
58562;61;"du";67;51
58562;61;"en";62;64
58562;61;"gs";74;87
58562;61;"ak";50;53
58562;61;"ee";63;56
58562;61;"et";54;61
8333;66;"ne";76;55
8333;66;"du";63;52
8333;66;"en";62;33
8333;66;"gs";78;70
8333;66;"ak";70;64
8333;66;"wa";78;74
8333;66;"et";65;48
45742;72;"ne";70;80
45742;72;"fa";65;85
45742;72;"en";60;73
45742;72;"gs";68;64
45742;72;"ak";60;59
45742;72;"ec";69;73
97681;63;"ne";49;48
97681;63;"du";70;64
97681;63;"en";70;60
97681;63;"gs";71;60
97681;63;"ak";62;67
97681;63;"ee";61;40
97681;63;"et";73;74
90465;69;"ne";75;73
90465;69;"en";55;59
90465;69;"ak";68;57
90465;69;"wa";65;71
90465;69;"sk";85;79
90465;69;"bi";75;74
90465;69;"te";73;71
14193;65;"ne";73;58
14193;65;"fa1";70;0
14193;65;"du1";60;0
14193;65;"en";70;0
14193;65;"gs1";80;0
14193;65;"wb12";64;40
14193;65;"na12";55;58
14193;65;"sk12";73;63
14193;65;"bi1";70;0
14193;65;"ec1";66;45
14193;65;"anw";70;0
14193;65;"ma1";60;0
14193;65;"lo1";NA;0
14193;65;"lett";61;59
14193;65;"ckv1";NA;0
60779;65;"ne";65;59
60779;65;"en";66;77
60779;65;"gs";66;82
60779;65;"ak";72;70
60779;65;"wa";65;74
60779;65;"ee";65;65
60779;65;"et";49;49
122816;64;"ne";61;0
122816;64;"la";66;76
122816;64;"fa12";55;0
122816;64;"du12";69;62
122816;64;"en";62;0
122816;64;"gs1";49;50
122816;64;"gs";72;58
122816;64;"wa1";65;0
122816;64;"anw";65;0
122816;64;"ma1";63;69
122816;64;"lo1";NA;0
122816;64;"lett";60;46
122816;64;"kcv";66;0
122816;64;"bv23";61;42
87814;87;"ne";93;96
87814;87;"fa";91;77
87814;87;"du";79;83
87814;87;"en";91;80
87814;87;"gs";88;89
87814;87;"ak";90;83
157424;68;"ne";70;64
157424;68;"du1";71;69
157424;68;"en";72;92
157424;68;"gs";58;53
157424;68;"ak";69;68
157424;68;"wa12";67;0
157424;68;"ec12";71;0
157424;68;"m&o";68;51
157424;68;"anw";70;0
157424;68;"ma1";NA;0
157424;68;"lo1";NA;0
157424;68;"lett";66;60
157424;68;"ckv1";NA;0
115269;77;"ne";64;85
115269;77;"du";74;70
115269;77;"en";88;87
115269;77;"wa";77;77
115269;77;"bi";74;74
115269;77;"te";65;90
15036;64;"ne";67;51
15036;64;"en";65;59
15036;64;"wa";59;67
15036;64;"wb";71;83
15036;64;"na";64;61
15036;64;"sk";68;54
15036;64;"ee";73;75
63439;66;"ne";53;67
63439;66;"du1";73;85
63439;66;"en";64;60
63439;66;"wb1";70;0
63439;66;"na1";64;58
63439;66;"sk";70;0
63439;66;"bi";59;72
63439;66;"ec1";60;0
63439;66;"anw";76;80
63439;66;"ma1";50;0
63439;66;"lo1";NA;0
63439;66;"lett";68;78
63439;66;"ckv1";NA;0
62571;61;"ne";66;56
62571;61;"du1";58;53
62571;61;"en";69;43
62571;61;"gs";80;0
62571;61;"ak";61;53
62571;61;"wa12";42;36
62571;61;"ec12";64;61
62571;61;"m&o";60;58
62571;61;"anw";69;0
62571;61;"ma1";66;0
62571;61;"lo1";NA;0
62571;61;"lett";58;0
62571;61;"ckv1";NA;0
109410;67;"ne";71;59
109410;67;"fa1";66;0
109410;67;"du1";75;0
109410;67;"en";66;63
109410;67;"gs1";73;65
109410;67;"gs";58;50
109410;67;"ak";80;0
109410;67;"wa12";67;55
109410;67;"ec12";65;0
109410;67;"m&o";64;59
109410;67;"anw";60;0
109410;67;"ma1";70;0
109410;67;"lo1";NA;0
109410;67;"lett";63;45
109410;67;"ckv1";NA;0
106453;68;"ne";64;0
106453;68;"fa1";59;0
106453;68;"du1";55;60
106453;68;"en";66;69
106453;68;"gs1";80;0
106453;68;"wb12";61;59
106453;68;"na12";77;0
106453;68;"sk12";61;70
106453;68;"bi12";79;0
106453;68;"anw";57;0
106453;68;"ma1";68;64
106453;68;"lo1";NA;0
106453;68;"lett";76;69
106453;68;"ckv1";NA;0
60382;63;"ne";79;0
60382;63;"du1";58;0
60382;63;"en";61;0
60382;63;"gs";71;59
60382;63;"ak";60;0
60382;63;"wa12";56;58
60382;63;"ec12";66;58
60382;63;"m&o";58;53
60382;63;"anw";60;57
60382;63;"ma1";55;56
60382;63;"lo1";NA;0
60382;63;"lett";68;64
60382;63;"ckv1";NA;0
70543;74;"ne";69;0
70543;74;"gr";73;0
70543;74;"fa12";77;63
70543;74;"du12";72;0
70543;74;"en";72;70
70543;74;"gs1";68;52
70543;74;"gs";60;0
70543;74;"wa1";71;80
70543;74;"ec1";88;0
70543;74;"anw";60;71
70543;74;"ma1";80;0
70543;74;"lo1";NA;0
70543;74;"lett";80;83
70543;74;"kcv";80;90
70543;74;"bv23";75;84
66770;65;"ne";63;71
66770;65;"fa1";60;0
66770;65;"du1";60;0
66770;65;"en";56;63
66770;65;"gs1";60;0
66770;65;"gs";70;0
66770;65;"ak";56;65
66770;65;"wa12";68;70
66770;65;"ec12";71;71
66770;65;"m&o";70;0
66770;65;"anw";73;76
66770;65;"ma1";59;0
66770;65;"lo1";NA;0
66770;65;"lett";63;64
66770;65;"ckv1";NA;0
142275;66;"ne";64;55
142275;66;"en";63;44
142275;66;"gs";63;74
142275;66;"wa";76;56
142275;66;"na";73;85
142275;66;"bi";79;66
142275;66;"ee";50;67
52853;66;"ne";70;0
52853;66;"fa1";60;0
52853;66;"du1";70;0
52853;66;"en";63;67
52853;66;"sp-e";70;0
52853;66;"gs1";65;78
52853;66;"gs";60;0
52853;66;"ak";60;0
52853;66;"wa12";60;65
52853;66;"ec12";75;65
52853;66;"anw";70;0
52853;66;"ma1";56;61
52853;66;"lo1";NA;0
52853;66;"lett";61;70
52853;66;"ckv1";NA;0
56359;67;"ne";59;56
56359;67;"la";61;59
56359;67;"du";68;67
56359;67;"en";92;63
56359;67;"wa";63;69
56359;67;"bi";67;54
56359;67;"ee";62;68
135020;70;"ne";78;78
135020;70;"fa1";67;64
135020;70;"en";70;0
135020;70;"gs";68;67
135020;70;"ak";65;71
135020;70;"wa12";76;81
135020;70;"bi";70;0
135020;70;"ec12";60;0
135020;70;"anw";67;62
135020;70;"ma1";70;0
135020;70;"lo1";NA;0
135020;70;"lett";72;74
135020;70;"ckv1";NA;0
42196;84;"ne";79;0
42196;84;"la";87;84
42196;84;"fa1";80;80
42196;84;"du1";77;76
42196;84;"en";83;87
42196;84;"gs1";81;86
